	datetime	open	high	low	close	volume
0	29.09.2025 00:00	105000.0	105000.0	105000.0	105000.0	1
1	30.09.2025 00:00	104360.0	104360.0	104360.0	104360.0	1
2	01.10.2025 00:00	105850.0	106320.0	104760.0	104760.0	6
3	03.10.2025 00:00	104000.0	104000.0	101780.0	101780.0	7
4	04.10.2025 00:00	101350.0	101350.0	101350.0	101350.0	1
5	05.10.2025 00:00	100600.0	100600.0	100600.0	100600.0	1
6	06.10.2025 00:00	102790.0	104700.0	102790.0	103890.0	5
7	07.10.2025 00:00	104740.0	104740.0	104740.0	104740.0	1
8	08.10.2025 00:00	105200.0	105200.0	102000.0	102000.0	5
9	09.10.2025 00:00	101340.0	104160.0	100460.0	104160.0	6
10	10.10.2025 00:00	104160.0	104160.0	104160.0	104160.0	3
11	13.10.2025 00:00	103150.0	104780.0	103020.0	103440.0	43
12	14.10.2025 00:00	103500.0	103500.0	103390.0	103390.0	2
13	15.10.2025 00:00	103630.0	104230.0	103630.0	104230.0	2
14	16.10.2025 00:00	102740.0	108700.0	102740.0	108700.0	32
15	17.10.2025 00:00	106280.0	106280.0	106220.0	106220.0	5
16	19.10.2025 00:00	107810.0	107810.0	107810.0	107810.0	1
17	21.10.2025 00:00	107810.0	107810.0	103000.0	104540.0	33
18	22.10.2025 00:00	104220.0	104220.0	101770.0	102650.0	9
19	23.10.2025 00:00	101000.0	101400.0	100720.0	101400.0	10
20	24.10.2025 00:00	102010.0	102010.0	100980.0	101920.0	5
21	27.10.2025 00:00	101150.0	101150.0	99000.0	99000.0	17
22	28.10.2025 00:00	100350.0	101090.0	100350.0	101000.0	5
23	29.10.2025 00:00	101000.0	101000.0	100970.0	100970.0	2
24	31.10.2025 00:00	101410.0	101410.0	100250.0	100250.0	5
25	03.11.2025 00:00	102120.0	102960.0	102120.0	102960.0	2
26	05.11.2025 00:00	100490.0	100490.0	100490.0	100490.0	1
27	07.11.2025 00:00	101260.0	101750.0	101260.0	101750.0	2
